Entry,Entry_species,Species,Population,Date,ID,Flower_No.,Genotype,Length_mm,Width_mm,Ratio_len/wid,Multiplied,Multiplied_cm,Size category,Tunnel_len,Entr_len,Entr_Height,ID.1,Flowers_total,Marked,Wilted,Fruits_marked,Fruits_notmarked,Fruits_total,Fruit,seeds,weight,Avg.weight,Unnamed: 28,Unnamed: 29,Area,NET ID,No. flowers,Unnamed: 33,NO.,Group,Unnamed: 36,Unnamed: 37,ID.2,Size,No. flowers.1,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,ID.3,Unnamed: 47,Size.1,No. flowers.2,Location,Unnamed: 51,Unnamed: 52,Unnamed: 53,ID.4,Unnamed: 55,Size.2,No. flowers.3,Location.1,Unnamed: 59,Yer-BASECAMP,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,ID.5,Unnamed: 70,Size.3,No. flowers.4,Location.2,Unnamed: 74,Unnamed: 75,Location.3,ID.6,Unnamed: 78,Size.4,No. flowers.5,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Area.1,NET ID.1,Tag,No. of flowers,Unnamed: 91,Area.2,NET ID.2,Tag.1,No. of flowers.1
132,39,I.atropurpurea,KUR,2023-03-01,196,1,KUR_196.1,64.4,54.9,1.1730418943533698,3535.5600000000004,35.3556,,25.6,15.8,6.4,196,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Orange,80.0,5.0,,11.0,Blue,,,119.0,32.194799999999994,6.0,,,,,,173,S,26.332,4.0,Middle - right,,,,54,L,43.32900000000001,8.0,Hill - Middle,,11,Middle - stream,,,,,,,,99,S,25.207999999999995,8.0,Hill - Middle,,,Hill - Middle,65,S,18.603,4.0,,,,,,,Blue,175.0,V,4.0,,Pink,60.0,Plastic,7
135,47,I.atropurpurea,KUR,2023-03-01,197,1,KUR_197.1,64.6,57.2,1.1293706293706292,3695.12,36.9512,,27.5,13.3,9.6,197,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Blue,87.0,2.0,,12.0,Blue,,,15.0,32.422,5.0,,,,,,106,S,23.251199999999994,3.0,Hill - Middle,,,,57,M,34.262800000000006,8.0,Hill - Middle,,12,Middle - stream,,,,,,,,100,M,33.8195,8.0,Hill - Middle,,,Hill - Middle,66,S,25.1,5.0,,,,,,,Blue,176.0,V,1.0,,Pink,75.0,V,7
148,72,I.atropurpurea,KUR,2023-03-08,202,1,KUR_202.1,64.4,57.5,1.12,3703.0000000000005,37.03,,27.1,13.4,9.5,202,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Blue,104.0,4.0,,13.0,Blue,,,177.0,32.6556,6.0,,,,,,17,S,24.0408,3.0,Middle - stream,,,,60,M,27.9,6.0,Hill - Middle,,13,Middle - stream,,,,,,,,79,L,37.1571,7.0,Hill - Middle,,,Hill - Middle,79,L,37.1571,7.0,,,,,,,Brown,130.0,?,1.0,,Green,43.0,V,>10
86,19,I.atropurpurea,KUR,2023-02-23,179,1,KUR_179.1,61.1,53.6,1.1399253731343284,3274.96,32.7496,,24.4,11.6,9.2,179,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Blue,115.0,1.0,,14.0,Blue,,,918.0,32.660599999999995,7.0,,,,,,226,S,26.354400000000002,3.0,Left,,,,65,S,18.603,4.0,Hill - Middle,,14,Middle - stream,,,,,,,,80,L,37.6142,7.0,Hill - Middle,,,Hill - Middle,80,L,37.6142,7.0,,,,,,,Orange,77.0,Ribbon,9.0,,Green,46.0,V,>10
112,20,I.atropurpurea,KUR,2023-02-23,191,1,KUR_191.1,55.9,59.3,0.9426644182124789,3314.87,33.1487,,25.6,10.2,6.9,191,6.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,Blue,116.0,2.0,,15.0,Blue,,,120.0,32.8104,5.0,,,,,,156,S,17.080000000000002,2.0,Middle - stream,,,,66,S,25.1,5.0,Hill - Middle,,15,Middle - stream,,,,,,,,88,L,40.894,7.0,Hill - Middle,,,Hill - Middle,83,L,39.058,5.0,,,,,,,Orange,80.0,V,5.0,,Green,52.0,V,7
142,66,I.atropurpurea,KUR,2023-03-01,200,1,KUR_200.1,68.1,62.0,1.0983870967741935,4222.2,42.222,,27.8,13.4,4.7,200,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Brown,130.0,1.0,,16.0,Blue,,,30.0,32.9467,6.0,,,,,,100,M,33.8195,8.0,Hill - Middle,,,,79,L,37.1571,7.0,Hill - Middle,,16,Middle - stream,,,,,,,,60,M,27.9,6.0,Hill - Middle,,,Hill - Middle,88,L,40.894,7.0,,,,,,,Orange,144.0,V,2.0,,Green,906.0,V,5
145,70,I.atropurpurea,KUR,2023-03-08,201,1,KUR_201.1,72.7,59.3,1.2259696458684655,4311.11,43.1111,,25.9,11.1,9.4,201,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Orange,144.0,2.0,,83.0,Blue,,,100.0,33.8195,8.0,,,,,,57,M,34.262800000000006,8.0,Hill - Middle,,,,80,L,37.6142,7.0,Hill - Middle,,17,Middle - stream,,,,,,,,66,S,25.1,5.0,Hill - Middle,,,Hill - Middle,99,S,25.207999999999995,8.0,,,,,,,Orange,234.0,Ribbon,2.0,,Green,912.0,V,Many
97,6,I.atropurpurea,KUR,2023-02-23,186,1,KUR_186.1,72.4,72.8,0.9945054945054946,5270.72,52.7072,,28.4,15.2,9.9,186,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Green,156.0,2.0,,84.0,Blue,,,193.0,33.9834,7.0,,,,,,53,M,34.394,8.0,Hill - Middle,,,,83,L,39.058,5.0,Hill - Middle,,18,Middle - stream,,,,,,,,83,L,39.058,5.0,Hill - Middle,,,Hill - Middle,100,M,33.8195,8.0,,,,,,,Orange,902.0,V,8.0,,Green,913.0,V,>15
55,44,I.atropurpurea,KUR,2023-03-01,139,1,KUR_139.1,65.3,58.4,1.1181506849315068,3813.5199999999995,38.1352,,32.1,14.4,8.2,139,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Blue,158.0,1.0,,85.0,Blue,,,170.0,34.224000000000004,7.0,,,,,,157,M,30.364600000000003,7.0,Middle - stream,,,,88,L,40.894,7.0,Hill - Middle,,19,Middle - stream,,,,,,,,65,S,18.603,4.0,Hill - Middle,,,Hill - Middle,106,S,23.251199999999994,3.0,,,,,,,Pink,56.0,Plastic,9.0,,Red,28.0,V,6
104,12,I.atropurpurea,KUR,2023-02-23,189,1,KUR_189.1,65.8,59.3,1.109612141652614,3901.9399999999996,39.0194,,23.0,10.1,6.9,189,5.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,,Blue,162.0,5.0,,86.0,Blue,,,57.0,34.262800000000006,8.0,,,,,,161,M,30.451299999999996,7.0,Middle,,,,99,S,25.207999999999995,8.0,Hill - Middle,,20,Middle - stream,,,,,,,,YER902,S,19.7829,4.0,Hill - Middle,,,Hill - Middle,234,S,26.51,17.0,,,,,,,Pink,73.0,V,1.0,,Red,31.0,V,<10
84,64,I.atropurpurea,KUR,2023-03-01,177,1,KUR_177.1,73.1,62.1,1.1771336553945249,4539.509999999999,45.3951,,27.4,14.3,8.3,177,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Blue,165.0,6.0,,87.0,Blue,,,53.0,34.394,8.0,,,,,,YER918,M,32.660599999999995,7.0,Hill - left,,,,100,M,33.8195,8.0,Hill - Middle,,21,Middle - stream,,,,,,,,106,S,23.251199999999994,3.0,Hill - Middle,,,Hill - Middle,YER902,S,19.7829,4.0,,,,,,,Green,47.0,V,6.0,,Red,903.0,V,6
88,1,I.atropurpurea,KUR,2023-02-14,183,1,KUR_183.1,63.1,58.1,1.0860585197934596,3666.11,36.661100000000005,,26.9,11.8,7.6,183,4.0,2.0,2.0,,0.0,,0.0,0.0,0.0,0.0,,,Blue,174.0,3.0,,88.0,Blue,,,143.0,34.608,8.0,,,,,,193,M,33.9834,7.0,Hill - left,,,,106,S,23.251199999999994,3.0,Hill - Middle,,22,Middle - stream,,,,,,,,237,L,38.439899999999994,24.0,Hill - right,,,Hill - right,119,M,32.194799999999994,6.0,,,,,,,Green,49.0,V,2.0,,Red,904.0,Ribbon,6
109,17,I.atropurpurea,KUR,2023-02-23,190,1,KUR_190.1,67.5,55.3,1.220614828209765,3732.75,37.32749999999999,,27.2,9.8,7.7,190,4.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,Blue,175.0,4.0,,89.0,Blue,,,127.0,35.8765,8.0,,,,,,170,M,34.224000000000004,7.0,Middle,,,,119,M,32.194799999999994,6.0,Hill - right,,23,Middle - stream,,,,,,,,127,L,35.8765,8.0,Hill - right,,,Hill - right,127,L,35.8765,8.0,,,,,,,Green,51.0,V,18.0,,,,,
140,58,I.atropurpurea,KUR,2023-03-01,199,1,KUR_199.1,79.0,56.6,1.3957597173144876,4471.400000000001,44.714000000000006,,23.6,11.6,6.5,199,4.0,2.0,2.0,,,,0.0,0.0,0.0,0.0,,,Blue,176.0,1.0,,90.0,Blue,,,21.0,36.6972,5.0,,,,,,60,M,27.9,6.0,Hill - Middle,,,,127,L,35.8765,8.0,Hill - right,,24,Middle - stream,,,,,,,,128,L,37.6092,8.0,Hill - right,,,Hill - right,128,L,37.6092,8.0,,,,,,,Green,156.0,V,2.0,,,,,
123,35,I.atropurpurea,KUR,2023-03-01,194,1,KUR_194.1,72.6,64.9,1.11864406779661,4711.74,47.1174,,25.7,13.0,7,194,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Orange,234.0,2.0,,91.0,Blue,,,10.0,36.993,10.0,,,,,,168,M,27.9832,6.0,Middle - stream,,,,128,L,37.6092,8.0,Hill - right,,25,Middle - stream,,,,,,,,119,M,32.194799999999994,6.0,Hill - right,,,Hill - right,237,L,38.439899999999994,24.0,,,,,,,Green,907.0,Ribbon,4.0,,,,,
66,15,I.atropurpurea,KUR,2023-02-23,155,1,KUR_155.1,61.8,53.9,1.1465677179962894,3331.02,33.310199999999995,,27.3,13.9,8.5,155,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Orange,902.0,8.0,,92.0,Blue,,,79.0,37.1571,7.0,,,,,,232,M,28.836000000000002,6.0,Hill - left,,,,137,S,23.927400000000002,4.0,Left,,26,Middle ,,,,,,,,143,L,34.608,8.0,Left,,,Left,137,S,23.927400000000002,4.0,,,,,,,Green,911.0,V,3.0,,,,,
159,99,I.atropurpurea,KUR,2023-03-08,205,1,KUR_205.1,60.8,58.3,1.0428816466552315,3544.64,35.446400000000004,,26.5,12.9,6.6,205,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Green,907.0,4.0,,93.0,Blue,,,128.0,37.6092,8.0,,,,,,119,M,32.194799999999994,6.0,Hill - right,,,,143,L,34.608,8.0,Left,,27,Middle ,,,,,,,,217,M,30.24,5.0,Left,,,Left,143,L,34.608,8.0,,,,,,,Red,29.0,V,2.0,,,,,
81,54,I.atropurpurea,KUR,2023-03-01,169,1,KUR_169.1,66.2,54.0,1.225925925925926,3574.8,35.748000000000005,,29.3,11.5,9.9,169,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Red,908.0,4.0,,94.0,Blue,,,80.0,37.6142,7.0,,,,,,177,M,32.6556,6.0,Middle - right,,,,156,S,17.080000000000002,2.0,Middle - stream,,28,Middle ,,,,,,,,137,S,23.927400000000002,4.0,Left,,,Left,217,M,30.24,5.0,,,,,,,Red,34.0,V,2.0,,,,,
117,26,I.atropurpurea,KUR,2023-02-23,192,1,KUR_192.1,78.9,63.2,1.2484177215189873,4986.4800000000005,49.8648,,28.7,12.1,9.6,192,3.0,2.0,1.0,2.0,0.0,2.0,1.0,37.0,1446.6,39.097297297297295,,,Red,910.0,13.0,,95.0,Blue,,,195.0,38.004599999999996,6.0,,,,,,30,M,32.9467,6.0,Middle ,,,,157,M,30.364600000000003,7.0,Middle - stream,,29,Middle ,,,,,,,,226,S,26.354400000000002,3.0,Left,,,Left,226,S,26.354400000000002,3.0,,,,,,,Red,908.0,Ribbon,4.0,,,,,
139,51,I.atropurpurea,KUR,2023-03-01,198,1,KUR_198.1,85.1,65.2,1.3052147239263803,5548.5199999999995,55.485200000000006,,30.9,12.7,8.7,198,3.0,1.0,2.0,,0.0,,,,,,,,Green,911.0,3.0,,96.0,Blue,,,237.0,38.439899999999994,24.0,,,,,,217,M,30.24,5.0,Left,,,,161,M,30.451299999999996,7.0,Middle,,30,Middle ,,,,,,,,161,M,30.451299999999996,7.0,Middle,,,Middle,161,M,30.451299999999996,7.0,,,,,,,Red,910.0,V,13.0,,,,,
161,104,I.atropurpurea,KUR,2023-03-13,206,1,KUR_206.1,62.6,50.8,1.2322834645669292,3180.08,31.8008,,23.8,10.8,9,206,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,97.0,Blue,,,83.0,39.058,5.0,,,,,,237,L,38.439899999999994,24.0,Hill - right,,,,168,M,27.9832,6.0,Middle - stream,,31,Middle ,,,,,,,,170,M,34.224000000000004,7.0,Middle,,,Middle,170,M,34.224000000000004,7.0,,,,,,,,,,,,,,,
96,5,I.atropurpurea,KUR,2023-02-14,185,1,KUR_185.1,59.2,54.5,1.0862385321100918,3226.4,32.264,,25.1,15.7,8.9,185,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,98.0,Blue,,,185.0,39.253499999999995,6.0,,,,,,10,L,36.993,10.0,Middle - stream,,,,170,M,34.224000000000004,7.0,Middle,,32,Middle ,,,,,,,,30,M,32.9467,6.0,Middle ,,,Middle ,30,M,32.9467,6.0,,,,,,,,,,,,,,,
165,113,I.atropurpurea,KUR,2023-03-13,208,1,KUR_208.1,66.2,52.4,1.2633587786259544,3468.88,34.6888,,24.8,11.9,10.3,208,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,99.0,Blue,,,40.0,39.739799999999995,5.0,,,,,,181,L,43.29280000000001,9.0,Hill - left,,,,173,S,26.332,4.0,Middle - right,,33,Middle ,,,,,,,,39,L,62.822399999999995,6.0,Middle ,,,Middle ,39,L,62.822399999999995,6.0,,,,,,,,,,,,,,,
63,25,I.atropurpurea,KUR,2023-02-23,145,1,KUR_145.1,62.4,57.1,1.0928196147110332,3563.04,35.6304,,26.2,11.2,9.3,145,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,100.0,Blue,,,88.0,40.894,7.0,,,,,,143,L,34.608,8.0,Left,,,,177,M,32.6556,6.0,Middle - right,,34,Middle ,,,,,,,,47,S,23.712,17.0,Middle - right,,,Middle - right,43,S,21.228199999999998,4.0,,,,,,,,,,,,,,,
77,68,I.atropurpurea,KUR,2023-03-08,162,1,KUR_162.1,63.9,56.0,1.1410714285714285,3578.4,35.784,,25.9,12.6,7.5,162,2.0,2.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,101.0,Blue,,,82.0,41.2608,5.0,,,,,,127,L,35.8765,8.0,Hill - right,,,,181,L,43.29280000000001,9.0,Hill - left,,35,Middle ,,,,,,,,177,M,32.6556,6.0,Middle - right,,,Middle - right,47,S,23.712,17.0,,,,,,,,,,,,,,,
53,7,I.atropurpurea,KUR,2023-02-23,135,1,KUR_135.1,64.1,58.3,1.0994854202401372,3737.0299999999993,37.37029999999999,,25.7,12.2,9.6,135,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,102.0,Blue,,,26.0,42.849000000000004,5.0,,,,,,128,L,37.6092,8.0,Hill - right,,,,185,L,39.253499999999995,6.0,Hill - left,,36,Middle ,,,,,,,,43,S,21.228199999999998,4.0,Middle - right,,,Middle - right,173,S,26.332,4.0,,,,,,,,,,,,,,,
151,74,I.atropurpurea,KUR,2023-03-08,203,1,KUR_203.1,67.9,57.1,1.1891418563922942,3877.0900000000006,38.770900000000005,,24.2,10.9,7.3,203,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,103.0,Blue,,,181.0,43.29280000000001,9.0,,,,,,54,L,43.32900000000001,8.0,Hill - Middle,,,,193,M,33.9834,7.0,Hill - left,,37,Middle ,,,,,,,,173,S,26.332,4.0,Middle - right,,,Middle - right,177,M,32.6556,6.0,,,,,,,,,,,,,,,
64,27,I.atropurpurea,KUR,2023-02-23,147,1,KUR_147.1,78.3,67.4,1.161721068249258,5277.42,52.7742,,25.6,13.9,6.3,147,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,104.0,Blue,,,54.0,43.32900000000001,8.0,,,,,,79,L,37.1571,7.0,Hill - Middle,,,,195,L,38.004599999999996,6.0,Hill - left,,38,Middle ,,,,,,,,10,L,36.993,10.0,Middle - stream,,,Middle - stream,7,S,23.8632,5.0,,,,,,,,,,,,,,,
79,52,I.atropurpurea,KUR,2023-03-01,163,1,KUR_163.1,59.7,56.3,1.0603907637655419,3361.11,33.6111,,28.5,14.0,6.7,163,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,105.0,Blue,,,911.0,43.912800000000004,5.0,,,,,,80,L,37.6142,7.0,Hill - Middle,,,,217,M,30.24,5.0,Left,,39,Middle ,,,,,,,,157,M,30.364600000000003,7.0,Middle - stream,,,Middle - stream,10,L,36.993,10.0,,,,,,,,,,,,,,,
80,60,I.atropurpurea,KUR,2023-03-01,165,1,KUR_165.1,64.8,57.4,1.1289198606271778,3719.5199999999995,37.1952,,28.0,9.8,9.8,165,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,106.0,Blue,,,39.0,62.822399999999995,6.0,,,,,,88,L,40.894,7.0,Hill - Middle,,,,226,S,26.354400000000002,3.0,Left,,40,Middle ,,,,,,,,168,M,27.9832,6.0,Middle - stream,,,Middle - stream,17,S,24.0408,3.0,,,,,,,,,,,,,,,
82,2,I.atropurpurea,KUR,2023-02-14,170,1,KUR_170.1,65.5,60.0,1.0916666666666666,3930.0,39.3,,31.5,12.1,8.6,170,1.0,1.0,0.0,,0.0,,,,,,,,,,,,107.0,Blue,,,,,,,,,,,195,L,38.004599999999996,6.0,Hill - left,,,,232,M,28.836000000000002,6.0,Hill - left,,41,Middle - right,,,,,,,,7,S,23.8632,5.0,Middle - stream,,,Middle - stream,18,S,25.7516,5.0,,,,,,,,,,,,,,,
54,42,I.atropurpurea,KUR,2023-03-01,136,1,KUR_136.1,80.3,60.8,1.3207236842105263,4882.24,48.822399999999995,,25.0,13.1,7.7,136,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,108.0,Blue,,,,,,,,,,,185,L,39.253499999999995,6.0,Hill - left,,,,234,S,26.51,17.0,Hill - Middle,,42,Middle - right,,,,,,,,18,S,25.7516,5.0,Middle - stream,,,Middle - stream,21,L,36.6972,5.0,,,,,,,,,,,,,,,
83,57,I.atropurpurea,KUR,2023-03-01,172,1,KUR_172.1,92.7,71.3,1.300140252454418,6609.51,66.0951,,32.6,16.1,7.9,172,1.0,1.0,0.0,,0.0,,,,,,,,,,,,109.0,Blue,,,,,,,,,,,39,L,62.822399999999995,6.0,Middle ,,,,237,L,38.439899999999994,24.0,Hill - right,,43,Middle - right,,,,,,,,21,L,36.6972,5.0,Middle - stream,,,Middle - stream,156,S,17.080000000000002,2.0,,,,,,,,,,,,,,,
74,81,I.atropurpurea,KUR,2023-03-08,159,7,KUR_159.7,39.7,37.7,1.0530503978779842,1496.6900000000003,14.966900000000003,,19.0,11.2,5.7,159,,,,,,,0.0,0.0,0.0,0.0,,,,,,,110.0,Blue,,,,,,,,,,,21,L,36.6972,5.0,Middle - stream,,,,YER902,S,19.7829,4.0,Hill - Middle,,44,Middle - right,,,,,,,,17,S,24.0408,3.0,Middle - stream,,,Middle - stream,157,M,30.364600000000003,7.0,,,,,,,,,,,,,,,
60,87,I.atropurpurea,KUR,2023-03-08,140,3,KUR_140.3,43.6,37.6,1.1595744680851063,1639.3600000000001,16.393600000000003,,21.8,12.9,8.1,140,,,,,,,0.0,0.0,0.0,0.0,,,,,,,111.0,Blue,,,,,,,,,,,83,L,39.058,5.0,Hill - Middle,,,,YER918,M,32.660599999999995,7.0,Hill - left,,45,Middle - right,,,,,,,,156,S,17.080000000000002,2.0,Middle - stream,,,Middle - stream,168,M,27.9832,6.0,,,,,,,,,,,,,,,
70,77,I.atropurpurea,KUR,2023-03-08,159,3,KUR_159.3,42.0,41.9,1.0023866348448687,1759.8,17.598,,21.3,10.7,7.1,159,,,,,,,0.0,0.0,0.0,0.0,,,,,,,112.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,46,Middle - right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,78,I.atropurpurea,KUR,2023-03-08,159,4,KUR_159.4,44.1,41.4,1.065217391304348,1825.74,18.2574,,21.6,10.4,7.1,159,,,,,,,,,,,,,,,,,113.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,47,Middle - right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,80,I.atropurpurea,KUR,2023-03-08,159,6,KUR_159.6,44.1,42.4,1.0400943396226416,1869.84,18.698400000000003,,,,,159,,,,,,,0.0,0.0,0.0,0.0,,,,,,,114.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,48,Middle - right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,82,I.atropurpurea,KUR,2023-03-08,159,8,KUR_159.8,45.0,41.7,1.079136690647482,1876.5000000000002,18.765,,,,,159,,,,,,,0.0,0.0,0.0,0.0,,,,,,,115.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,49,Middle - right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,83,I.atropurpurea,KUR,2023-03-08,159,9,KUR_159.9,45.0,43.2,1.0416666666666665,1944.0000000000002,19.44,,,,,159,,,,,,,0.0,0.0,0.0,0.0,,,,,,,116.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,50,Middle - right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,76,I.atropurpurea,KUR,2023-03-08,159,2,KUR_159.2,46.3,43.5,1.0643678160919539,2014.05,20.1405,,21.8,11.2,8.4,159,,,,,,,0.0,0.0,0.0,0.0,,,,,,,117.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,51,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,88,I.atropurpurea,KUR,2023-03-08,140,4,KUR_140.4,47.9,42.5,1.1270588235294117,2035.75,20.3575,,22.2,10.8,9,140,,,,,,,0.0,0.0,0.0,0.0,,,,,,,118.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,52,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,111,I.atropurpurea,KUR,2023-03-13,195,6,KUR_195.6,51.2,43.5,1.1770114942528735,2227.2000000000003,22.272,,22.3,9.7,8.3,195,,,,,,,0.0,0.0,0.0,0.0,,,,,,,119.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,53,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,102,I.atropurpurea,KUR,2023-03-08,200,3,KUR_200.3,47.7,49.5,0.9636363636363637,2361.15,23.611500000000003,,22.5,9.1,9,200,,,,,,,0.0,0.0,0.0,0.0,,,,,,,120.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,54,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,103,I.atropurpurea,KUR,2023-03-13,140,5,KUR_140.5,51.2,46.4,1.103448275862069,2375.68,23.7568,,23.3,12.0,7.9,140,,,,,,,0.0,0.0,0.0,0.0,,,,,,,121.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,55,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,79,I.atropurpurea,KUR,2023-03-08,159,5,KUR_159.5,51.4,46.3,1.1101511879049677,2379.8199999999997,23.798199999999998,,22.0,12.2,7.7,159,,,,,,,0.0,0.0,0.0,0.0,,,,,,,122.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,56,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,41,I.atropurpurea,KUR,2023-03-01,196,3,KUR_196.3,51.6,49.4,1.0445344129554657,2549.04,25.490399999999998,,,,,196,,,,,,,0.0,0.0,0.0,0.0,,,,,,,123.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,57,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,101,I.atropurpurea,KUR,2023-03-08,184,6,KUR_184.6,52.2,49.9,1.0460921843687376,2604.78,26.047800000000006,,23.1,10.0,6,184,,,,,,,0.0,0.0,0.0,0.0,,,,,,,124.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,58,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,90,I.atropurpurea,KUR,2023-03-08,195,3,KUR_195.3,54.0,48.9,1.1042944785276074,2640.6,26.406,,22.6,11.4,8.9,195,,,,,,,,,,,,,,,,,125.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,59,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,75,I.atropurpurea,KUR,2023-03-08,203,2,KUR_203.2,55.0,48.5,1.134020618556701,2667.5,26.674999999999997,,24.2,12.0,7.2,203,,,,,,,0.0,0.0,0.0,0.0,,,,,,,126.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,60,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,34,I.atropurpurea,KUR,2023-03-01,189,5,KUR_189.5,57.5,47.5,1.2105263157894737,2731.25,27.3125,,,,,189,,,,,,,0.0,0.0,0.0,0.0,,,,,,,127.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,61,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,33,I.atropurpurea,KUR,2023-03-01,189,4,KUR_189.4,54.1,51.0,1.0607843137254902,2759.1,27.590999999999998,,23.6,14.0,7.2,189,,,,,,,0.0,0.0,0.0,0.0,,,,,,,158.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,62,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,73,I.atropurpurea,KUR,2023-03-08,202,2,KUR_202.2,55.8,51.1,1.0919765166340507,2851.38,28.513800000000003,,28.7,12.7,9.5,202,,,,,,,0.0,0.0,0.0,0.0,,,,,,,161.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,63,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,71,I.atropurpurea,KUR,2023-03-08,201,2,KUR_201.2,55.7,52.8,1.0549242424242424,2940.96,29.409599999999998,,25.2,12.5,6,201,,,,,,,0.0,0.0,0.0,0.0,,,,,,,162.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,64,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
