Entry,Entry_species,Species,Population,Date,Days,Day_fl,ID,Flower_No.,Genotype,Area,Length_mm,Width_mm,Ratio_len/wid,Multiplied,Multiplied_cm,Tunnel_len,Entr_len,Entr_Height,ID.1,Flowers_total,Marked,Wilted,Fruits_marked,Fruits_notmarked,Fruits_total,Fruit,Seeds,Relative fitness_seeds,Weight,Avg.weight,Fruit_set,Relative fitness_pop,Relative fitness_all,Seed_set_gen,Rel.fit.seeds.gen,Seed_set_efficiency,Rel.fit.seed.efficiency,Unnamed: 38,Unnamed: 39,AVG. Seeds,AVG. Fruit_set,AVG. Seed_set,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53
61,88,I.atropurpurea,KUR,2023-03-08,22,23,140,4,KUR_140.4,Yellow,47.9,42.5,1.1270588235294117,2035.75,20.3575,22.2,10.8,9.0,140,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,116,0,,,,,,,,
62,103,I.atropurpurea,KUR,2023-03-13,27,28,140,5,KUR_140.5,Yellow,51.2,46.4,1.103448275862069,2375.68,23.7568,23.3,12.0,7.9,140,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,130,0,,,,,,,,
63,25,I.atropurpurea,KUR,2023-02-23,9,10,145,1,KUR_145.1,Red,62.4,57.1,1.0928196147110332,3563.04,35.6304,26.2,11.2,9.3,145,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,144,0,,,,,,,,
64,27,I.atropurpurea,KUR,2023-02-23,9,10,147,1,KUR_147.1,Red,78.3,67.4,1.161721068249258,5277.42,52.7742,25.6,13.9,6.3,147,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,156,0,,,,,,,,
65,28,I.atropurpurea,KUR,2023-02-23,9,10,147,2,KUR_147.2,Red,72.7,65.3,1.1133231240428791,4747.31,47.473099999999995,29.2,13.1,9.9,147,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,158,0,,,,,,,,
66,15,I.atropurpurea,KUR,2023-02-23,9,10,155,1,KUR_155.1,Blue,61.8,53.9,1.1465677179962894,3331.02,33.310199999999995,27.3,13.9,8.5,155,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,162,0,,,,,,,,
67,16,I.atropurpurea,KUR,2023-02-23,9,10,155,2,KUR_155.2,Blue,59.3,55.5,1.0684684684684684,3291.1499999999996,32.9115,25.0,14.8,7.6,155,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,165,0,,,,,,,,
68,53,I.atropurpurea,KUR,2023-03-01,15,16,159,1,KUR_159.1,Brown,49.7,48.3,1.028985507246377,2400.51,24.005100000000002,24.5,9.2,8.8,159,14.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,174,3,,,,,,,,
69,76,I.atropurpurea,KUR,2023-03-08,22,23,159,2,KUR_159.2,Brown,46.3,43.5,1.0643678160919539,2014.05,20.1405,21.8,11.2,8.4,159,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,175,5,,,,,,,,
70,77,I.atropurpurea,KUR,2023-03-08,22,23,159,3,KUR_159.3,Brown,42.0,41.9,1.0023866348448687,1759.8,17.598,21.3,10.7,7.1,159,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,176,0,,,,,,,,
71,78,I.atropurpurea,KUR,2023-03-08,22,23,159,4,KUR_159.4,Brown,44.1,41.4,1.065217391304348,1825.74,18.2574,21.6,10.4,7.1,159,,,,,,,,,,,,,,,,,,,,,,,,,234,0,,,,,,,,
72,79,I.atropurpurea,KUR,2023-03-08,22,23,159,5,KUR_159.5,Brown,51.4,46.3,1.1101511879049677,2379.8199999999997,23.798199999999998,22.0,12.2,7.7,159,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,902,45,,,,,,,,
73,80,I.atropurpurea,KUR,2023-03-08,22,23,159,6,KUR_159.6,Brown,44.1,42.4,1.0400943396226416,1869.84,18.698400000000003,,,,159,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,907,7,,,,,,,,
74,81,I.atropurpurea,KUR,2023-03-08,22,23,159,7,KUR_159.7,Brown,39.7,37.7,1.0530503978779842,1496.6900000000003,14.966900000000003,19.0,11.2,5.7,159,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,908,0,,,,,,,,
75,82,I.atropurpurea,KUR,2023-03-08,22,23,159,8,KUR_159.8,Brown,45.0,41.7,1.079136690647482,1876.5000000000002,18.765,,,,159,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,910,0,,,,,,,,
76,83,I.atropurpurea,KUR,2023-03-08,22,23,159,9,KUR_159.9,Brown,45.0,43.2,1.0416666666666665,1944.0000000000002,19.44,,,,159,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,911,0,,,,,,,,
77,68,I.atropurpurea,KUR,2023-03-08,22,23,162,1,KUR_162.1,Green,63.9,56.0,1.1410714285714285,3578.4,35.784,25.9,12.6,7.5,162,2.0,2.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,YER,4622,,,,,,,,
78,69,I.atropurpurea,KUR,2023-03-08,22,23,162,2,KUR_162.2,Green,66.2,61.7,1.072933549432739,4084.5400000000004,40.8454,25.3,11.1,5.9,162,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,
79,52,I.atropurpurea,KUR,2023-03-01,15,16,163,1,KUR_163.1,Green,59.7,56.3,1.0603907637655419,3361.11,33.6111,28.5,14.0,6.7,163,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,2,21,,,,,,,,
80,60,I.atropurpurea,KUR,2023-03-01,15,16,165,1,KUR_165.1,Red,64.8,57.4,1.1289198606271778,3719.5199999999995,37.1952,28.0,9.8,9.8,165,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,5,34,,,,,,,,
81,54,I.atropurpurea,KUR,2023-03-01,15,16,169,1,KUR_169.1,Brown,66.2,54.0,1.225925925925926,3574.8,35.748000000000005,29.3,11.5,9.9,169,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,7,6,,,,,,,,
82,2,I.atropurpurea,KUR,2023-02-14,0,1,170,1,KUR_170.1,Yellow,65.5,60.0,1.0916666666666666,3930.0,39.3,31.5,12.1,8.6,170,1.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,8,39,,,,,,,,
83,57,I.atropurpurea,KUR,2023-03-01,15,16,172,1,KUR_172.1,Blue,92.7,71.3,1.300140252454418,6609.51,66.0951,32.6,16.1,7.9,172,1.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,9,63,,,,,,,,
84,64,I.atropurpurea,KUR,2023-03-01,15,16,177,1,KUR_177.1,Red,73.1,62.1,1.1771336553945249,4539.509999999999,45.3951,27.4,14.3,8.3,177,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,10,96,,,,,,,,
85,65,I.atropurpurea,KUR,2023-03-01,15,16,177,2,KUR_177.2,Red,71.5,62.8,1.138535031847134,4490.2,44.902,29.5,11.6,10.4,177,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,13,16,,,,,,,,
86,19,I.atropurpurea,KUR,2023-02-23,9,10,179,1,KUR_179.1,Blue,61.1,53.6,1.1399253731343284,3274.96,32.7496,24.4,11.6,9.2,179,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,15,22,,,,,,,,
87,55,I.atropurpurea,KUR,2023-03-01,15,16,179,2,KUR_179.2,Blue,65.7,58.5,1.123076923076923,3843.4500000000003,38.4345,,,,179,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,17,19,,,,,,,,
88,1,I.atropurpurea,KUR,2023-02-14,0,1,183,1,KUR_183.1,Blue,63.1,58.1,1.0860585197934596,3666.11,36.661100000000005,26.9,11.8,7.6,183,4.0,2.0,2.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,18,0,,,,,,,,
89,112,I.atropurpurea,KUR,2023-03-13,27,28,183,2,KUR_183.2,Blue,62.6,53.3,1.174484052532833,3336.58,33.3658,28.0,11.3,8.9,183,,,,,,,,,,,,,,,,,,,,,,,,,19,3,,,,,,,,
90,3,I.atropurpurea,KUR,2023-02-14,0,1,184,1,KUR_184.1,Red,85.35,65.9,1.2951441578148708,5624.5650000000005,56.245650000000005,25.1,9.6,8.6,184,14.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,21,46,,,,,,,,
91,4,I.atropurpurea,KUR,2023-02-14,0,1,184,2,KUR_184.2,Red,57.7,67.8,0.8510324483775812,3912.06,39.120599999999996,23.9,10.0,3.5,184,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,26,17,,,,,,,,
92,61,I.atropurpurea,KUR,2023-03-01,15,16,184,3,KUR_184.3,Red,64.3,58.2,1.1048109965635737,3742.26,37.4226,23.7,10.4,7.3,184,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,27,0,,,,,,,,
93,62,I.atropurpurea,KUR,2023-03-01,15,16,184,4,KUR_184.4,Red,56.6,57.6,0.9826388888888888,3260.1600000000003,32.6016,,,,184,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,30,64,,,,,,,,
94,63,I.atropurpurea,KUR,2023-03-01,15,16,184,5,KUR_184.5,Red,66.1,58.2,1.13573883161512,3847.02,38.4702,,,,184,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,31,0,,,,,,,,
95,101,I.atropurpurea,KUR,2023-03-08,22,23,184,6,KUR_184.6,Red,52.2,49.9,1.0460921843687376,2604.78,26.047800000000006,23.1,10.0,6.0,184,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,32,118,,,,,,,,
96,5,I.atropurpurea,KUR,2023-02-14,0,1,185,1,KUR_185.1,Red,59.2,54.5,1.0862385321100918,3226.4,32.264,25.1,15.7,8.9,185,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,5.844842785777255,12.049346650203674,,,,,,,,,,,33,42,,,,,,,,
97,6,I.atropurpurea,KUR,2023-02-23,9,10,186,1,KUR_186.1,Yellow,72.4,72.8,0.9945054945054946,5270.72,52.7072,28.4,15.2,9.9,186,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,34,0,,,,,,,,
98,8,I.atropurpurea,KUR,2023-02-23,9,10,187,1,KUR_187.1,Yellow,73.7,69.0,1.0681159420289856,5085.3,50.853,26.4,13.3,8.8,187,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,36,0,,,,,,,,
99,9,I.atropurpurea,KUR,2023-02-23,9,10,187,2,KUR_187.2,Yellow,69.0,57.5,1.2,3967.5,39.675000000000004,,,,187,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,39,59,,,,,,,,
100,10,I.atropurpurea,KUR,2023-02-23,9,10,187,3,KUR_187.3,Yellow,66.7,67.6,0.9866863905325445,4508.92,45.0892,,,,187,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,40,100,,,,,,,,
101,43,I.atropurpurea,KUR,2023-03-01,15,16,187,4,KUR_187.4,Yellow,70.5,53.7,1.312849162011173,3785.8500000000004,37.8585,30.0,10.0,9.1,187,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,43,0,,,,,,,,
102,11,I.atropurpurea,KUR,2023-02-23,9,10,188,1,KUR_188.1,Yellow,57.8,52.0,1.1115384615384616,3005.6,30.055999999999997,23.6,14.2,5.7,188,9.0,2.0,7.0,1.0,0.0,1.0,1.0,27.0,17.943037974683545,532.0,19.703703703703702,0.1111111111111111,1.2988539523949454,2.6776325889341495,,,,,,,,,,,44,34,,,,,,,,
103,50,I.atropurpurea,KUR,2023-03-01,15,16,188,2,KUR_188.2,Yellow,67.8,68.0,0.9970588235294118,4610.4,46.10399999999999,29.6,14.5,6.5,188,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,47,131,,,,,,,,
104,12,I.atropurpurea,KUR,2023-02-23,9,10,189,1,KUR_189.1,Blue,65.8,59.3,1.109612141652614,3901.9399999999996,39.0194,23.0,10.1,6.9,189,5.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.4,4.675874228621804,9.63947732016294,,,,,,,,,,,50,28,,,,,,,,
105,13,I.atropurpurea,KUR,2023-02-23,9,10,189,2,KUR_189.2,Blue,62.0,51.6,1.2015503875968991,3199.2000000000003,31.992,22.4,11.2,6.3,189,,,,,,,1.0,6.0,3.9873417721518987,147.4,24.566666666666666,,,,,,,,,,,,,,53,86,,,,,,,,
106,14,I.atropurpurea,KUR,2023-02-23,9,10,189,3,KUR_189.3,Blue,61.2,52.8,1.1590909090909092,3231.36,32.313599999999994,23.6,11.3,8.0,189,,,,,,,1.0,7.0,4.651898734177215,205.3,29.32857142857143,,,,,,,,,,,,,,54,71,,,,,,,,
107,33,I.atropurpurea,KUR,2023-03-01,15,16,189,4,KUR_189.4,Blue,54.1,51.0,1.0607843137254902,2759.1,27.590999999999998,23.6,14.0,7.2,189,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,55,83,,,,,,,,
108,34,I.atropurpurea,KUR,2023-03-01,15,16,189,5,KUR_189.5,Blue,57.5,47.5,1.2105263157894737,2731.25,27.3125,,,,189,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,57,10,,,,,,,,
109,17,I.atropurpurea,KUR,2023-02-23,9,10,190,1,KUR_190.1,Blue,67.5,55.3,1.220614828209765,3732.75,37.32749999999999,27.2,9.8,7.7,190,4.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,2.9224213928886273,6.024673325101837,,,,,,,,,,,60,81,,,,,,,,
110,18,I.atropurpurea,KUR,2023-02-23,9,10,190,2,KUR_190.2,Blue,62.0,50.6,1.225296442687747,3137.2000000000003,31.372000000000003,,,,190,,,,,,,1.0,34.0,22.59493670886076,866.7,25.491176470588236,,,,,,,,,,,,,,61,8,,,,,,,,
111,56,I.atropurpurea,KUR,2023-03-01,15,16,190,3,KUR_190.3,Blue,62.6,55.3,1.1320072332730562,3461.7799999999997,34.617799999999995,27.2,9.3,7.6,190,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,64,0,,,,,,,,
112,20,I.atropurpurea,KUR,2023-02-23,9,10,191,1,KUR_191.1,Red,55.9,59.3,0.9426644182124789,3314.87,33.1487,25.6,10.2,6.9,191,6.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.948280928592418,4.016448883401225,,,,,,,,,,,65,19,,,,,,,,
113,21,I.atropurpurea,KUR,2023-02-23,9,10,191,2,KUR_191.2,Red,56.8,62.3,0.9117174959871589,3538.64,35.386399999999995,26.4,8.8,7.0,191,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,66,17,,,,,,,,
114,22,I.atropurpurea,KUR,2023-02-23,9,10,191,3,KUR_191.3,Red,69.1,56.7,1.2186948853615518,3917.97,39.1797,29.9,9.3,8.9,191,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,67,25,,,,,,,,
115,23,I.atropurpurea,KUR,2023-02-23,9,10,191,4,KUR_191.4,Red,60.9,58.2,1.0463917525773194,3544.38,35.4438,,,,191,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,68,16,,,,,,,,
116,24,I.atropurpurea,KUR,2023-02-23,9,10,191,5,KUR_191.5,Red,60.5,54.6,1.1080586080586081,3303.3,33.033,,,,191,,,,,,,1.0,11.0,7.310126582278481,318.2,28.927272727272726,,,,,,,,,,,,,,72,0,,,,,,,,
117,26,I.atropurpurea,KUR,2023-02-23,9,10,192,1,KUR_192.1,Red,78.9,63.2,1.2484177215189873,4986.4800000000005,49.8648,28.7,12.1,9.6,192,3.0,2.0,1.0,2.0,0.0,2.0,1.0,37.0,24.588607594936708,1446.6,39.097297297297295,0.6666666666666666,7.793123714369672,16.0657955336049,,,,,,,,,,,73,26,,,,,,,,
118,98,I.atropurpurea,KUR,2023-03-08,22,23,192,2,KUR_192.2,Red,72.1,62.0,1.1629032258064516,4470.2,44.702,28.6,12.2,8.0,192,,,,,,,1.0,10.0,6.6455696202531644,483.8,48.38,,,,,,,,,,,,,,74,23,,,,,,,,
119,29,I.atropurpurea,KUR,2023-03-01,15,16,193,1,KUR_193.1,Blue,54.3,68.7,0.7903930131004366,3730.41,37.3041,29.7,14.6,6.3,193,8.0,4.0,4.0,,0.0,,,,,,,,,,,,,,,,,,,,78,75,,,,,,,,
120,30,I.atropurpurea,KUR,2023-03-01,15,16,193,2,KUR_193.2,Blue,60.3,58.5,1.0307692307692307,3527.5499999999997,35.275499999999994,,,,193,,,,,,,,,,,,,,,,,,,,,,,,,79,81,,,,,,,,
121,31,I.atropurpurea,KUR,2023-03-01,15,16,193,3,KUR_193.3,Blue,65.1,54.7,1.1901279707495427,3560.97,35.609700000000004,,,,193,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,80,122,,,,,,,,
122,32,I.atropurpurea,KUR,2023-03-01,15,16,193,4,KUR_193.4,Blue,80.0,75.5,1.0596026490066226,6040.0,60.4,29.0,15.7,7.4,193,,,,,,,,,,,,,,,,,,,,,,,,,82,69,,,,,,,,
123,35,I.atropurpurea,KUR,2023-03-01,15,16,194,1,KUR_194.1,Blue,72.6,64.9,1.11864406779661,4711.74,47.1174,25.7,13.0,7.0,194,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,83,41,,,,,,,,
124,36,I.atropurpurea,KUR,2023-03-01,15,16,194,2,KUR_194.2,Blue,75.0,69.5,1.079136690647482,5212.5,52.125,28.1,12.9,7.1,194,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,84,11,,,,,,,,
125,89,I.atropurpurea,KUR,2023-03-08,22,23,194,3,KUR_194.3,Blue,70.3,58.7,1.1976149914821124,4126.61,41.266099999999994,24.9,13.1,7.4,194,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,87,0,,,,,,,,
126,37,I.atropurpurea,KUR,2023-03-01,15,16,195,1,KUR_195.1,Blue,62.1,51.1,1.2152641878669277,3173.31,31.7331,28.3,10.8,9.0,195,9.0,6.0,3.0,1.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,88,108,,,,,,,,
127,38,I.atropurpurea,KUR,2023-03-01,15,16,195,2,KUR_195.2,Blue,61.7,55.2,1.1177536231884058,3405.84,34.058400000000006,28.9,10.1,8.4,195,,,,,,,1.0,14.0,9.30379746835443,644.4,46.028571428571425,,,,,,,,,,,,,,90,13,,,,,,,,
128,90,I.atropurpurea,KUR,2023-03-08,22,23,195,3,KUR_195.3,Blue,54.0,48.9,1.1042944785276074,2640.6,26.406,22.6,11.4,8.9,195,,,,,,,,,,,,,,,,,,,,,,,,,97,28,,,,,,,,
129,91,I.atropurpurea,KUR,2023-03-08,22,23,195,4,KUR_195.4,Blue,60.4,51.2,1.1796875,3092.48,30.9248,26.1,10.2,8.5,195,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,98,0,,,,,,,,
130,92,I.atropurpurea,KUR,2023-03-08,22,23,195,5,KUR_195.5,Blue,61.3,56.3,1.088809946714032,3451.1899999999996,34.5119,25.6,10.4,8.0,195,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,99,48,,,,,,,,
131,111,I.atropurpurea,KUR,2023-03-13,27,28,195,6,KUR_195.6,Blue,51.2,43.5,1.1770114942528735,2227.2000000000003,22.272,22.3,9.7,8.3,195,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,100,69,,,,,,,,
132,39,I.atropurpurea,KUR,2023-03-01,15,16,196,1,KUR_196.1,Blue,64.4,54.9,1.1730418943533698,3535.5600000000004,35.3556,25.6,15.8,6.4,196,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,105,78,,,,,,,,
133,40,I.atropurpurea,KUR,2023-03-01,15,16,196,2,KUR_196.2,Blue,59.4,53.5,1.1102803738317757,3177.9,31.778999999999996,24.1,4.9,7.5,196,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,106,0,,,,,,,,
134,41,I.atropurpurea,KUR,2023-03-01,15,16,196,3,KUR_196.3,Blue,51.6,49.4,1.0445344129554657,2549.04,25.490399999999998,,,,196,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,108,0,,,,,,,,
135,47,I.atropurpurea,KUR,2023-03-01,15,16,197,1,KUR_197.1,Yellow,64.6,57.2,1.1293706293706292,3695.12,36.9512,27.5,13.3,9.6,197,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,112,18,,,,,,,,
136,48,I.atropurpurea,KUR,2023-03-01,15,16,197,2,KUR_197.2,Yellow,65.0,55.7,1.1669658886894074,3620.5,36.205,,,,197,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,115,25,,,,,,,,
137,49,I.atropurpurea,KUR,2023-03-01,15,16,197,3,KUR_197.3,Yellow,69.0,79.1,0.8723135271807839,5457.9,54.579,29.1,14.6,5.9,197,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,117,0,,,,,,,,
138,84,I.atropurpurea,KUR,2023-03-08,22,23,197,4,KUR_197.4,Yellow,73.5,59.7,1.2311557788944723,4387.95,43.8795,27.5,12.8,7.5,197,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,118,25,,,,,,,,
139,51,I.atropurpurea,KUR,2023-03-01,15,16,198,1,KUR_198.1,Green,85.1,65.2,1.3052147239263803,5548.5199999999995,55.485200000000006,30.9,12.7,8.7,198,3.0,1.0,2.0,,0.0,,,,,,,,,,,,,,,,,,,,119,16,,,,,,,,
140,58,I.atropurpurea,KUR,2023-03-01,15,16,199,1,KUR_199.1,Blue,79.0,56.6,1.3957597173144876,4471.400000000001,44.714000000000006,23.6,11.6,6.5,199,4.0,2.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,120,18,,,,,,,,
141,59,I.atropurpurea,KUR,2023-03-01,15,16,199,2,KUR_199.2,Blue,64.3,56.4,1.1400709219858156,3626.5199999999995,36.26519999999999,,,,199,,,,,,,,,,,,,,,,,,,,,,,,,121,17,,,,,,,,
142,66,I.atropurpurea,KUR,2023-03-01,15,16,200,1,KUR_200.1,Red,68.1,62.0,1.0983870967741935,4222.2,42.222,27.8,13.4,4.7,200,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,122,6,,,,,,,,
143,67,I.atropurpurea,KUR,2023-03-01,15,16,200,2,KUR_200.2,Red,61.2,48.5,1.2618556701030927,2968.2000000000003,29.682,,,,200,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,123,33,,,,,,,,
144,102,I.atropurpurea,KUR,2023-03-08,22,23,200,3,KUR_200.3,Red,47.7,49.5,0.9636363636363637,2361.15,23.611500000000003,22.5,9.1,9.0,200,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,124,60,,,,,,,,
145,70,I.atropurpurea,KUR,2023-03-08,22,23,201,1,KUR_201.1,Blue,72.7,59.3,1.2259696458684655,4311.11,43.1111,25.9,11.1,9.4,201,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,127,28,,,,,,,,
146,71,I.atropurpurea,KUR,2023-03-08,22,23,201,2,KUR_201.2,Blue,55.7,52.8,1.0549242424242424,2940.96,29.409599999999998,25.2,12.5,6.0,201,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,128,186,,,,,,,,
147,106,I.atropurpurea,KUR,2023-03-13,27,28,201,3,KUR_201.3,Blue,62.0,59.4,1.043771043771044,3682.7999999999997,36.827999999999996,23.8,13.2,7.9,201,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,131,0,,,,,,,,
148,72,I.atropurpurea,KUR,2023-03-08,22,23,202,1,KUR_202.1,Blue,64.4,57.5,1.12,3703.0000000000005,37.03,27.1,13.4,9.5,202,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,135,32,,,,,,,,
149,73,I.atropurpurea,KUR,2023-03-08,22,23,202,2,KUR_202.2,Blue,55.8,51.1,1.0919765166340507,2851.38,28.513800000000003,28.7,12.7,9.5,202,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,137,6,,,,,,,,
150,107,I.atropurpurea,KUR,2023-03-13,27,28,202,3,KUR_202.3,Blue,76.0,59.5,1.2773109243697478,4522.0,45.22,30.5,14.9,6.4,202,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,143,63,,,,,,,,
151,74,I.atropurpurea,KUR,2023-03-08,22,23,203,1,KUR_203.1,Yellow,67.9,57.1,1.1891418563922942,3877.0900000000006,38.770900000000005,24.2,10.9,7.3,203,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,146,47,,,,,,,,
152,75,I.atropurpurea,KUR,2023-03-08,22,23,203,2,KUR_203.2,Yellow,55.0,48.5,1.134020618556701,2667.5,26.674999999999997,24.2,12.0,7.2,203,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,147,33,,,,,,,,
153,93,I.atropurpurea,KUR,2023-03-08,22,23,204,1,KUR_204.1,Blue,75.7,64.7,1.170015455950541,4897.79,48.977900000000005,33.0,11.3,8.6,204,12.0,6.0,6.0,1.0,0.0,1.0,,,,,,0.08333333333333333,0.974140464296209,2.0082244417006123,,,,,,,,,,,148,38,,,,,,,,
154,94,I.atropurpurea,KUR,2023-03-08,22,23,204,2,KUR_204.2,Blue,74.4,63.7,1.1679748822605966,4739.280000000001,47.3928,33.4,10.5,8.3,204,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,156,0,,,,,,,,
